captions,id
<start> a woman is standing motionless while the camera pans to the right <end>,793
<start> asian woman starring at camera in white surrounding <end>,793
"<start> a man with a portable loudspeaker microphone stands over a table and speaks to other persons, where they sit on a table <end>",794
<start> in a canteen a european man with white and black clothes is standing at the top of a table and speak with a megaphone <end>,794
<start> a man with flowers in his hand rides a horse at daytime <end>,795
<start> arabic man riding a horse outside at daytime <end>,795
<start> a black man looks from the left to the right <end>,797
<start> a young black man standing close to a door in front of a wall is looking scared. <end>,797
"<start> a basketball player kicks the ball to the hip part of opposite player in the basketball stadium. then, he falls to the ground <end>",798
<start> in a basketball hall the player with number 23 throw the ball to hit in a low blow to player with number 1 <end>,798
<start> three steaks in a pan over a cooker. man moves it with a very long spoon <end>,800
<start> a person holds a big stick indoors <end>,800
<start> chinese singer speaks and appears in different places in an indoor place <end>,801
<start> in a composition of different scenes a chinese man is shown <end>,801
<start> a man claps in a crowd <end>,802
<start> man getting crazy in an audience <end>,802
<start> two basketball players speak into the microphone in the basketball stadium <end>,803
<start> in a basketball stadium a african player in blue clothes with number 23 give an interview <end>,803
<start> man plays guitar indoors <end>,804
<start> man dances outdoors at daytime <end>,804
<start> a man is spinning with a woman in his arms indoors <end>,805
<start> man and woman spinning outside <end>,805
<start> a person steps another person from behind <end>,806
<start> a person kicks another person indoors <end>,806
<start> 2 men are talking into a microphone by turns <end>,807
<start> white man in suits talking at an interview setup <end>,807
<start> a crowd is cheering <end>,808
<start> several people celebrating in a sports stadium <end>,808
<start> a soccer player blocks a ball from going over the boundary of the soccer field on a soccer field at daytime <end>,809
<start> soccer player receiving a football with his heel on a soccer field at daytime <end>,809
<start> a man walks through a group of people outdoors at night <end>,810
<start> man pushes another man away outdoors at night <end>,810
<start> multiple men dance in an indoor place <end>,811
<start> in a pink room men in jackets perform a dance <end>,811
<start> a group of women dancing on a stage <end>,812
<start> 5 women dance together on different locations <end>,812
"<start> in the daytime, multiple toys are arranged in the street <end>",813
<start> on a sidewalk many devil dolls are set to build a big heap <end>,813
<start> a group of kids sitting at tables in a large room <end>,814
<start> a football player gives out autographs to a group of children in a dining room <end>,814
<start> man gesticulates indoors at daytime <end>,815
<start> man touches his neck indoors at daytime <end>,815
<start> a man casually shoots a ball into a goal outdoors at daytime <end>,816
<start> soccer player scoring goal with curveball on a soccer training ground at daytime <end>,816
"<start> in the daytime, a man speaks and opens his mouth very wide in a car <end>",817
<start> in a car a young european man is talking and looks shocked <end>,817
<start> a man catch the hands of the girl and dance together in a toy store <end>,818
<start> in a shop a young girl in red clothes and a woman in black clothes dance with each other <end>,818
<start> a cat scratches at a window <end>,819
<start> a cat sitting behind a window is itching on the glass. <end>,819
<start> woman grimaces in a tv show <end>,820
<start> person holds a toad indoors <end>,820
<start> a baseball player throws his bat on a baseball field at daytime <end>,821
<start> baseball player hitting the ball hard on a baseball field at daytime <end>,821
"<start> in the daytime, a chinese woman speaks and eats strawberry in a glasshouse <end>",823
<start> in a greenhouse a chinese woman eat a strawberry <end>,823
<start> a woman sings and a man strikes on drum in the studio <end>,824
<start> on a podium a blond woman is singing <end>,824
<start> one chinese girl sings and the other stands beside her onstage <end>,825
<start> on a podium 2 chinese woman with red bow ties are singing <end>,825
<start> a black woman speaks into a microphone at daytime <end>,826
<start> a black women and black man standing in front of a large door are moving their arms upright. <end>,826
<start> a group of people playing a basketball match in a sports hall <end>,828
<start> a man smiles indoors <end>,828
<start> a woman is making facial expressions <end>,829
<start> girl making facial expressions <end>,829
<start> a man is jumping into a lake outside at daytime <end>,830
<start> white man jumping into water head first at a sea at daytime <end>,830
<start> a basketball player with a red shirt fails at scoring a goal on a basketball court <end>,831
<start> basketball player missing a throw on a basketball field <end>,831
<start> a man is wearing glasses <end>,832
<start> a man speaks to another man indoors <end>,832
<start> water in nature floats down <end>,833
<start> water running down a water is shown at daytime. <end>,833
<start> man was hit by a ball on a volleyball field <end>,834
<start> a man hits another man with a ball on a volleyball field <end>,834
<start> a man plays guitar on a stage <end>,835
<start> white man making music on a stage <end>,835
<start> a woman carries a candle in a plate at home. a dog sits on the ground and strikes the candle with its hand <end>,836
<start> in a kitchen a dog destroy the presented cake from the woman in pink clothes <end>,836
<start> an artificial penis falls into water in a bathtub <end>,837
<start> someone throws a dildo into a bathtub with water. <end>,837
<start> a basketball player is scoring a goal on a basketball court <end>,838
<start> basketball player passing the basketball with a trick on a basketball field <end>,838
"<start> in the daytime, two men are happy and dance in the court. each man holds the other one in the air <end>",839
<start> in a front yard 2 chinese men are jumping and holding alternate with one another <end>,839
<start> woman moves her body on another person <end>,840
<start> woman sits on a man on a couch <end>,840
